V1	V2	coex_BRO.tsv	HP.tsv	coex_THY.tsv	ppi.tsv	coex_BRB.tsv	coex_LCL.tsv	coex_HRA.tsv	coex_WBL.tsv	coex_LNG.tsv	coex_ARG.tsv	coex_PIT.tsv	coex_MSG.tsv
DIAPH1	HNRNPL	0	0	0	0	0	0	0	1	1	0	0	0
DIAPH1	ILF3	0	0	1	0	0	1	0	0	1	0	0	0
DIAPH1	RNF168	0	0	0	0	0	0	0	0	1	0	0	0
DIAPH1	CYP26C1	0	1	0	0	0	0	0	0	0	0	0	0
DIAPH1	CYP2C19	0	1	0	0	0	0	0	0	0	0	0	0
DIAPH1	KHDC3L	0	1	0	0	0	0	0	0	0	0	0	0
DIAPH1	SIN3A	0	0	0	0	0	1	0	1	0	0	0	0
DIAPH1	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
DIAPH1	SKIV2L	0	0	0	0	0	0	0	1	0	0	0	0
DIAPH1	PHACTR4	0	0	0	0	0	1	0	0	0	0	0	0
DIAPH1	PFAS	0	0	0	0	0	1	0	0	0	0	0	0
DIAPH1	PRPF8	0	0	0	0	0	1	0	1	0	0	0	0
DIAPH1	KCTD10	0	0	0	0	0	0	0	0	0	0	0	1
DIAPH1	CHD7	0	0	0	0	0	0	0	0	1	0	0	0
DIAPH1	STAT3	0	0	0	0	0	0	0	0	1	0	0	0
DIAPH1	NSD1	0	0	0	0	0	1	0	0	0	0	0	0
DIAPH1	SPRYD3	0	0	0	0	1	0	0	0	0	0	0	0
DIAPH1	OTUD4	0	0	0	0	0	0	0	0	1	0	0	0
DIAPH1	CRTC2	0	0	0	0	0	0	0	1	0	0	0	0
DIAPH1	LMNA	0	0	0	0	0	0	0	0	0	0	0	1
DIAPH1	BACH1	0	0	0	0	0	0	0	0	1	1	0	1
DIAPH1	DNMT1	0	0	0	0	0	1	0	0	0	0	0	0
DIAPH1	UBE4B	0	0	0	0	0	1	0	0	0	0	0	0
DIAPH1	TRIM25	0	0	0	1	0	0	0	0	0	0	0	0
SP110	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
SP110	ZAP70	0	0	1	0	0	0	0	0	0	0	0	0
SP110	CYP26C1	0	1	0	0	0	0	0	0	0	0	0	0
SP110	CYP2C19	0	1	0	0	0	0	0	0	0	0	0	0
SP110	ICOS	0	1	0	0	0	0	0	0	0	0	0	0
SP110	CD19	0	1	0	0	0	0	0	0	0	0	0	0
SP110	KHDC3L	0	1	0	0	0	0	0	0	0	0	0	0
SP110	CR2	0	1	0	0	0	0	0	0	0	0	0	0
SP110	TNFRSF13B	0	1	0	0	0	0	0	0	0	0	0	0
SP110	IRF7	1	1	0	0	0	0	1	0	0	0	0	0
SP110	STAT5B	0	0	0	0	0	0	0	0	0	0	0	1
SP110	STAT3	0	0	0	0	0	0	0	0	0	0	0	1
SP110	REEP4	1	0	0	0	0	0	0	0	0	0	0	0
SP110	KMT2D	0	0	0	0	0	0	0	1	0	0	0	0
SP110	TGFBR2	1	0	0	0	0	0	0	0	0	0	0	0
SP110	IL6R	1	0	0	0	0	0	0	0	0	0	0	0
SP110	BACH1	1	0	0	0	0	0	0	0	0	0	0	0
SP110	TRIM25	0	0	0	0	0	1	1	0	0	0	0	0
SP110	PHF21A	0	0	0	0	0	0	0	0	0	0	0	1
KRAS	RNU4ATAC	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	SIN3A	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	RMRP	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	TFG	0	0	0	0	0	0	0	0	0	0	0	1
KRAS	TBX1	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	SEMA3E	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	XRCC4	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	ATRX	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	IKBKG	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	MBD5	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	TTC37	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	FAT4	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	LIG4	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	MCMBP	0	0	0	0	0	0	1	0	0	0	0	0
KRAS	CCBE1	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	CHD7	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	NSD1	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	KMT2D	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	PCF11	0	0	0	0	0	0	0	1	0	0	0	0
KRAS	BRAF	0	1	0	1	0	0	0	0	1	0	0	0
KRAS	OTUD4	0	0	0	0	0	0	0	0	1	0	0	0
KRAS	ATP7A	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	KMT2A	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	TGFBR2	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	LMNA	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	RECQL4	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	BACH1	0	0	0	0	0	0	0	0	0	0	0	1
KRAS	KDM6A	0	1	0	0	0	0	0	1	0	0	0	0
KRAS	APP	0	0	0	1	0	0	0	0	0	0	0	0
KRAS	TP53	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	PMS2	0	1	0	0	0	0	0	0	0	0	0	0
KRAS	DIAPH1	0	0	0	0	0	0	0	0	1	0	0	1
IL6ST	ATRX	0	0	0	0	0	0	0	0	0	0	0	1
IL6ST	MBD5	0	0	0	0	0	1	0	0	0	0	0	0
IL6ST	ERCC6L2	0	0	0	0	0	0	0	1	0	0	0	0
IL6ST	LIG4	0	0	0	0	0	0	0	1	0	0	0	0
IL6ST	MCMBP	0	0	0	0	0	0	1	0	0	0	0	0
IL6ST	ACBD3	0	0	0	0	0	0	1	0	0	0	0	0
IL6ST	LRCH3	0	0	0	0	0	0	0	0	0	0	0	1
IL6ST	CTBP2	0	0	0	0	0	0	0	0	0	0	0	1
IL6ST	AFF1	0	0	0	0	1	0	0	0	1	0	0	0
IL6ST	STAT3	0	0	0	1	0	0	0	0	0	0	0	0
IL6ST	PRKCD	0	0	0	1	0	0	0	0	0	0	0	0
IL6ST	SGPL1	0	0	0	0	1	0	0	0	0	0	0	0
IL6ST	OTUD4	0	0	0	0	0	0	1	0	0	0	0	0
IL6ST	ATP7A	0	0	0	0	0	0	0	1	0	0	0	0
IL6ST	KMT2A	0	0	0	0	0	0	0	0	0	0	0	1
IL6ST	SELENON	0	0	0	0	0	0	0	0	0	0	0	1
IL6ST	IL6R	0	0	0	1	0	0	0	0	0	0	0	0
IL6ST	BACH1	1	0	1	0	0	0	0	0	0	0	0	0
IL6ST	PIK3R1	0	0	0	1	0	0	0	0	0	0	0	0
IL6ST	TRIM25	0	0	0	1	0	0	0	0	0	0	0	0
IL6ST	CALCOCO2	1	0	1	0	1	0	0	0	0	0	0	0
CNOT1	TERF2	0	0	0	0	0	0	1	0	0	0	0	0
CNOT1	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
CNOT1	HNRNPL	0	0	0	1	0	0	0	0	0	0	0	0
CNOT1	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
CNOT1	ATRX	0	0	0	1	0	0	1	0	0	1	0	0
CNOT1	MBD5	0	0	0	0	0	0	0	0	0	0	1	0
CNOT1	TTC37	0	0	0	0	0	0	0	0	0	1	0	0
CNOT1	ERCC6L2	1	0	0	0	0	1	0	0	0	0	0	0
CNOT1	EPG5	0	0	0	0	0	0	0	0	0	1	0	0
CNOT1	LRCH3	0	0	0	0	0	0	0	1	0	0	0	0
CNOT1	PRKX	0	0	0	0	0	0	0	0	0	0	0	1
CNOT1	AFF1	0	0	0	0	0	0	1	0	0	1	0	0
CNOT1	ATF7IP	0	0	0	0	0	0	0	1	0	0	0	0
CNOT1	STIM1	0	0	0	0	0	0	0	1	0	0	0	0
CNOT1	BRAF	0	0	0	0	0	0	0	0	0	0	1	0
CNOT1	BACH1	0	0	0	0	0	0	0	0	0	0	0	1
CNOT1	UBE4B	0	0	0	0	0	1	0	0	0	0	0	1
CNOT1	APP	0	0	0	0	0	0	0	0	0	1	0	0
CNOT1	PMS2	0	0	0	0	0	1	0	0	0	1	0	0
CNOT1	TRIM25	0	0	0	1	0	1	0	0	0	0	0	0
CNOT1	TEX2	0	0	0	0	0	0	1	0	0	1	0	0
CNOT1	DIAPH1	0	0	0	0	0	1	0	0	0	0	0	1
CNOT1	KRAS	0	0	0	0	0	0	0	0	0	0	0	1
UBR4	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
UBR4	SKIV2L	1	0	0	0	0	0	0	0	0	0	0	0
UBR4	PRPF8	1	0	0	0	0	0	1	0	0	0	0	0
UBR4	AFF1	0	0	0	0	0	1	0	0	0	0	0	0
UBR4	CHD7	0	0	0	0	0	1	1	0	1	0	0	0
UBR4	STAT3	0	0	0	0	0	1	0	0	0	0	0	0
UBR4	STIM1	0	0	0	0	0	1	0	0	0	0	0	0
UBR4	CRYL1	0	0	0	1	0	0	0	0	0	0	0	0
UBR4	KMT2A	0	0	0	0	0	1	0	0	1	0	0	0
UBR4	CRTC2	0	0	0	0	0	0	0	1	1	0	0	0
UBR4	BACH1	0	0	0	0	0	0	0	0	1	0	0	0
UBR4	TP53	0	0	0	1	0	0	0	0	0	0	0	0
UBR4	PHF21A	0	0	0	0	0	0	0	0	1	0	0	0
UBR4	DIAPH1	0	0	0	0	0	0	0	1	0	0	0	0
ARPC1B	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
ARPC1B	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
ARPC1B	SLC19A1	0	0	0	0	0	1	0	1	0	0	0	0
ARPC1B	IRF7	1	0	0	0	1	0	0	0	0	0	0	0
ARPC1B	SP140L	1	0	0	0	1	0	0	0	0	0	0	0
ARPC1B	PRKX	1	0	0	0	0	0	0	0	0	0	0	0
ARPC1B	PFAS	0	0	0	0	0	0	0	0	0	0	0	1
ARPC1B	HDGFL2	0	0	0	0	0	1	0	0	0	0	0	0
ARPC1B	REEP4	1	0	0	0	0	0	0	0	0	0	0	0
ARPC1B	SPRYD3	0	0	0	0	0	0	0	1	0	0	0	0
ARPC1B	PRKCD	0	0	0	0	0	0	0	1	0	0	0	0
ARPC1B	CORO1A	0	0	0	0	0	1	0	1	0	0	0	0
ARPC1B	TGFBR2	1	0	0	0	0	0	0	0	0	0	0	0
ARPC1B	LMNA	0	0	0	0	1	0	0	0	0	0	0	0
ARPC1B	IL6R	1	0	0	0	1	0	0	0	0	0	0	0
ARPC1B	APP	0	0	0	1	0	0	0	0	0	0	0	0
ARPC1B	TP53	0	0	0	0	0	0	1	0	0	0	0	0
ARPC1B	TRIM25	0	0	0	1	0	0	0	0	0	0	0	0
ARPC1B	ZNF341	0	0	0	0	0	0	0	1	0	0	0	0
ARPC1B	SP110	1	0	0	0	0	0	0	0	0	0	0	1
MED13L	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
MED13L	HNRNPL	0	0	0	0	0	0	0	0	0	0	0	1
MED13L	RNF168	0	0	0	0	0	0	0	0	1	0	0	0
MED13L	MBD5	0	0	0	0	0	0	0	0	0	1	0	1
MED13L	EPG5	0	0	0	0	0	0	0	1	0	0	0	1
MED13L	PRPF8	0	0	0	0	0	0	0	0	0	0	0	1
MED13L	SETD5	1	0	0	0	0	0	0	1	0	0	0	0
MED13L	CHD7	0	0	0	0	0	0	0	0	1	0	0	0
MED13L	KMT2D	0	0	0	0	0	0	0	0	0	0	0	1
MED13L	STIM1	0	0	0	0	0	0	1	0	0	0	0	0
MED13L	ATP7A	0	0	0	0	0	0	1	0	0	0	0	0
MED13L	MYSM1	0	0	0	0	0	0	0	1	0	0	0	0
MED13L	KDM6A	0	0	0	0	0	0	0	1	0	0	0	0
MED13L	APP	0	0	0	0	0	0	0	0	0	1	0	0
MED13L	TRIM25	0	0	0	1	0	0	0	0	0	0	0	0
MED13L	KRAS	0	0	0	0	0	0	0	0	0	0	1	0
MED13L	IL6ST	0	0	1	0	0	0	1	0	0	0	0	0
BICRAL	FAT4	0	0	0	0	0	0	1	0	0	0	0	0
BICRAL	PHACTR4	0	0	0	0	0	0	0	0	1	0	0	0
BICRAL	TARSL2	0	0	0	0	0	0	0	0	1	0	0	0
BICRAL	STAT5B	0	0	0	0	0	1	0	0	0	0	0	0
BICRAL	KMT2D	0	0	0	0	0	0	0	1	0	0	0	0
BICRAL	UBE4B	0	0	0	0	0	0	0	0	0	1	0	0
BICRAL	PIK3R1	0	0	0	0	0	0	0	0	0	1	0	0
BICRAL	TP53	0	0	0	0	0	0	0	0	0	1	0	0
BICRAL	PMS2	0	0	0	0	0	1	0	0	0	1	0	0
BICRAL	SP110	0	0	0	0	0	0	0	1	0	0	0	0
BICRAL	IL6ST	0	0	0	0	0	0	0	0	0	0	0	1
BICRAL	CNOT1	0	0	0	0	0	0	0	1	0	0	0	0
BCL11B	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
BCL11B	FLT3LG	0	0	0	0	0	0	0	1	0	0	0	0
BCL11B	IL21R	0	0	0	0	0	0	0	1	0	0	0	0
BCL11B	ICOS	0	0	0	0	0	0	0	1	0	0	0	0
BCL11B	CD28	0	0	0	0	0	0	0	1	1	0	0	0
BCL11B	CTLA4	0	0	0	0	0	0	0	1	0	0	0	0
BCL11B	SP140L	0	0	1	0	0	0	0	0	0	0	0	0
BCL11B	PRKX	0	0	0	0	0	0	0	1	0	0	0	0
BCL11B	CCBE1	1	0	0	0	0	0	0	0	0	0	0	0
BCL11B	KMT2A	0	0	0	0	0	0	0	1	0	0	0	0
BCL11B	CORO1A	0	0	1	0	0	0	0	0	0	0	0	0
RBCK1	ZAP70	0	1	0	0	0	0	0	0	0	0	0	0
RBCK1	CD3G	0	1	0	0	0	0	0	0	0	0	0	0
RBCK1	ORAI1	0	0	0	0	0	1	0	0	0	0	0	0
RBCK1	IKBKG	0	0	0	1	0	1	0	1	0	0	0	0
RBCK1	USP49	0	0	0	1	0	0	0	0	0	0	0	0
RBCK1	ZNF783	0	0	0	0	0	0	1	0	0	0	0	0
RBCK1	RYR1	0	1	0	0	0	0	0	0	0	0	0	0
RBCK1	TRIM52	0	0	0	0	0	0	1	0	0	0	0	0
RBCK1	KIAA0895L	0	0	0	0	0	0	1	0	0	0	0	0
RBCK1	IRF7	0	0	0	0	0	1	0	0	0	0	0	0
RBCK1	RECQL4	0	0	0	0	0	0	1	0	0	0	0	0
RBCK1	BACH1	0	0	0	1	0	0	0	0	0	0	0	0
RBCK1	LIMD2	0	0	0	0	0	1	0	1	0	0	0	0
RBCK1	APP	0	0	0	1	0	0	0	0	0	0	0	0
RBCK1	TRIM25	0	0	0	1	0	0	0	0	0	0	0	0
RBCK1	CALCOCO2	0	0	0	1	0	0	0	0	0	0	0	0
RBCK1	ARPC1B	0	0	0	0	0	1	0	0	0	0	0	0
CLASP1	HNRNPL	0	0	0	0	0	0	0	0	0	0	0	1
CLASP1	RNF168	0	0	0	0	0	0	0	0	0	0	0	1
CLASP1	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
CLASP1	EXT2	0	0	0	0	0	0	0	0	0	1	0	0
CLASP1	LIG4	0	0	0	0	0	0	0	0	0	1	0	0
CLASP1	LRCH3	0	0	0	0	0	0	0	0	1	0	0	0
CLASP1	TARSL2	0	0	0	0	0	0	1	0	0	0	0	0
CLASP1	STAT6	0	0	0	0	0	1	0	0	0	0	0	0
CLASP1	ATF7IP	0	0	0	0	0	0	1	0	0	0	0	0
CLASP1	SETD5	0	0	0	0	0	1	0	0	0	0	0	0
CLASP1	CHD7	0	0	0	0	0	0	0	1	0	0	0	0
CLASP1	STAT3	0	0	0	0	0	0	0	1	0	0	0	0
CLASP1	KMT2D	0	0	0	0	0	0	0	1	0	0	0	0
CLASP1	STIM1	0	0	0	0	0	0	0	0	1	1	0	0
CLASP1	SGPL1	0	0	1	0	0	0	0	0	0	1	0	0
CLASP1	OTUD4	0	0	0	0	0	0	0	0	0	0	0	1
CLASP1	ATP7A	0	0	0	0	0	0	0	0	0	1	0	0
CLASP1	IL6R	0	0	0	0	0	0	0	0	0	0	0	1
CLASP1	DNMT1	0	0	0	0	0	0	0	0	0	0	0	1
CLASP1	PMS2	0	0	0	0	0	0	0	0	0	1	0	0
CLASP1	TRIM25	0	0	0	1	0	0	0	0	0	0	0	0
CLASP1	BICRAL	0	0	0	0	0	0	0	0	0	1	0	0
PREX1	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
PREX1	ORAI1	0	0	0	0	0	0	0	0	0	0	1	0
PREX1	PHACTR4	1	0	0	0	0	0	0	0	0	0	0	0
PREX1	RYR1	0	0	0	0	0	0	0	0	0	0	1	0
PREX1	CARD11	0	0	0	0	0	1	0	0	0	0	1	0
PREX1	PRKX	0	0	0	0	0	0	0	0	0	0	1	0
PREX1	STAT5B	0	0	0	0	0	0	0	1	0	0	0	0
PREX1	STAT6	0	0	0	0	0	0	0	1	0	0	0	0
PREX1	CHD7	1	0	0	0	1	0	0	1	0	0	0	0
PREX1	STAT3	0	0	0	0	0	0	0	1	0	0	0	0
PREX1	REEP4	1	0	0	0	0	0	0	0	0	0	0	0
PREX1	KMT2D	0	0	0	0	0	0	0	1	0	0	0	0
PREX1	PRKCD	0	0	0	0	0	1	0	1	0	0	0	0
PREX1	LMNA	1	0	0	0	0	0	0	0	0	0	0	0
PREX1	TRIM25	0	0	0	0	0	0	0	1	0	0	0	0
PREX1	PHF21A	0	0	0	0	0	0	0	1	0	0	0	0
PREX1	CLASP1	0	0	0	0	0	0	0	1	0	0	0	0
MSH3	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
MSH3	XRCC4	0	0	0	0	0	0	0	0	0	1	0	0
MSH3	IKBKG	0	0	0	1	0	0	0	0	0	0	0	0
MSH3	MBD5	0	0	0	0	0	0	1	0	0	0	0	0
MSH3	TTC37	0	0	0	0	0	0	1	0	0	0	0	0
MSH3	ERCC6L2	0	0	0	0	0	0	1	0	0	0	1	0
MSH3	RAD50	0	0	0	0	0	0	0	0	0	1	0	1
MSH3	ATF7IP	0	0	0	0	0	0	0	0	0	0	1	1
MSH3	NSD1	0	0	0	0	0	0	0	0	0	0	0	1
MSH3	TERF1	0	0	0	0	0	0	0	0	0	0	1	0
MSH3	UBE4B	0	0	0	0	0	1	0	0	0	1	0	0
MSH3	PMS2	0	1	0	1	0	0	0	0	0	1	0	1
MSH3	CNOT1	0	0	0	0	0	1	0	0	0	0	0	0
TNFRSF10B	CYP26C1	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF10B	CYP2C19	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF10B	KHDC3L	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF10B	TNFRSF13B	0	0	0	1	0	0	0	0	0	0	0	0
TNFRSF10B	CASP8	0	0	0	1	0	0	0	0	0	0	0	0
TNFRSF10B	ORAI1	1	0	0	0	0	0	0	0	0	0	0	0
TNFRSF10B	MBD5	0	0	0	0	0	1	0	0	0	0	0	0
TNFRSF10B	SKIV2L	0	0	0	0	0	0	0	0	0	0	0	1
TNFRSF10B	BLM	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF10B	EPG5	0	0	0	0	0	1	0	0	0	0	0	0
TNFRSF10B	PNP	1	0	0	0	1	0	0	0	0	0	0	0
TNFRSF10B	IRF7	1	0	0	0	1	0	0	0	0	0	0	0
TNFRSF10B	SP140L	1	0	0	0	1	0	0	0	0	0	0	0
TNFRSF10B	AFF1	0	0	0	0	0	1	0	0	0	0	0	0
TNFRSF10B	STAT6	0	0	0	0	0	0	0	0	0	0	1	0
TNFRSF10B	SETD5	0	0	0	0	0	0	1	0	0	0	0	0
TNFRSF10B	CHD7	0	0	0	0	0	0	0	0	1	0	0	0
TNFRSF10B	STAT3	1	0	0	0	1	0	0	0	0	0	0	1
TNFRSF10B	BRAF	0	0	0	0	0	1	0	0	0	0	0	0
TNFRSF10B	OTUD4	0	0	0	0	0	0	0	0	0	1	0	0
TNFRSF10B	LMNA	1	0	0	0	1	0	0	0	0	0	1	0
TNFRSF10B	IL6R	1	0	0	0	1	0	0	0	0	0	0	0
TNFRSF10B	BACH1	0	0	0	0	1	1	1	0	0	0	1	0
TNFRSF10B	TRIM25	0	0	0	1	0	0	0	0	0	0	0	0
TNFRSF10B	PHF21A	0	0	0	0	0	1	0	0	0	0	0	0
TNFRSF10B	SP110	0	0	0	0	0	0	0	0	0	0	0	1
TNFRSF10B	UBR4	0	0	0	0	0	0	0	0	1	0	0	0
TNFRSF10B	ARPC1B	0	0	0	0	1	0	0	0	0	0	0	1
STMN1	POLE2	0	0	0	0	0	1	0	0	0	0	0	0
STMN1	MCM10	0	0	0	0	0	0	0	0	0	0	0	1
STMN1	HELLS	0	0	0	0	0	1	0	0	0	0	0	1
STMN1	CDCA7	0	0	0	0	0	1	0	1	0	0	0	0
STMN1	TNIP2	0	0	0	1	0	0	0	0	0	0	0	0
STMN1	STAT3	0	0	0	1	0	0	0	0	0	0	0	0
STMN1	MCM7	0	0	0	0	0	1	0	1	0	0	0	0
STMN1	RECQL4	0	0	0	0	0	0	0	1	0	0	0	0
STMN1	TP53	0	0	0	0	0	1	0	0	0	0	0	1
STMN1	DIAPH1	0	0	0	0	0	0	0	0	0	0	0	1
MCM4	POLE2	0	0	0	0	0	1	0	0	0	0	0	0
MCM4	GINS4	0	0	0	0	0	1	0	0	0	0	0	0
MCM4	MCM10	0	0	0	1	0	0	0	0	0	0	0	0
MCM4	ZAP70	0	1	0	0	0	0	0	0	0	0	0	0
MCM4	CYP26C1	0	1	0	0	0	0	0	0	0	0	0	0
MCM4	CYP2C19	0	1	0	0	0	0	0	0	0	0	0	0
MCM4	ICOS	0	1	0	0	0	0	0	0	0	0	0	0
MCM4	CD19	0	1	0	0	0	0	0	0	0	0	0	0
MCM4	CDCA7	0	0	0	0	0	0	0	1	0	0	0	1
MCM4	KHDC3L	0	1	0	0	0	0	0	0	0	0	0	0
MCM4	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
MCM4	CR2	0	1	0	0	0	0	0	0	0	0	0	0
MCM4	TNFRSF13B	0	1	0	0	0	0	0	0	0	0	0	0
MCM4	CASP8	0	1	0	0	0	0	0	0	0	0	0	0
MCM4	LIG4	0	0	0	1	0	0	0	0	0	0	0	0
MCM4	SLC19A1	0	0	0	0	0	1	0	0	0	0	0	0
MCM4	MCMBP	0	0	0	1	0	0	0	0	0	0	0	0
MCM4	PRKX	0	0	0	0	0	0	0	0	0	0	0	1
MCM4	PFAS	0	0	0	0	0	1	0	0	0	0	0	0
MCM4	REEP4	0	0	0	0	0	0	0	0	0	0	0	1
MCM4	MCM7	0	0	0	1	0	0	0	0	0	0	0	0
MCM4	PRKCD	0	1	0	0	0	0	0	0	0	0	0	0
MCM4	TNFRSF13C	0	1	0	0	0	0	0	0	0	0	0	0
MCM4	BACH1	0	0	0	0	0	0	0	0	0	0	0	1
MCM4	DNMT1	0	0	0	0	0	1	0	0	0	0	0	0
MCM4	PMS2	1	0	0	0	0	0	0	0	0	0	1	0
MCM4	TRIM25	0	0	0	1	0	0	0	0	0	0	0	0
MCM4	DIAPH1	0	0	0	0	0	0	0	0	0	0	0	1
MCM4	STMN1	0	0	0	0	0	0	0	1	0	0	0	1
USP4	ILF3	0	0	0	0	0	0	1	0	0	0	0	0
USP4	RNF168	0	0	0	0	0	0	0	0	0	0	1	0
USP4	SIN3A	0	0	0	0	0	0	0	0	0	0	1	0
USP4	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
USP4	SKIV2L	0	0	0	0	0	0	1	0	0	0	0	0
USP4	ERCC6L2	0	0	0	0	0	0	0	0	0	0	1	0
USP4	RAD50	0	0	0	1	0	0	0	0	0	0	0	0
USP4	MCMBP	0	0	0	0	0	0	0	0	0	0	1	0
USP4	CTBP2	0	0	0	0	0	0	0	0	0	0	1	0
USP4	KCTD10	0	0	0	0	0	0	0	0	0	0	1	1
USP4	STAT6	0	0	0	0	0	0	0	1	0	0	0	1
USP4	STAT3	0	0	0	0	0	0	0	1	0	0	0	0
USP4	PCF11	0	0	0	0	0	0	0	0	0	0	1	0
USP4	OTUD4	0	0	0	0	0	0	0	0	0	0	1	1
USP4	DNMT1	0	0	0	0	0	0	0	0	0	0	0	1
USP4	TERF1	0	0	0	0	0	0	0	0	0	0	1	0
USP4	UBE4B	0	0	0	0	0	0	0	0	0	0	0	1
USP4	PREX1	0	0	0	0	0	0	0	1	0	0	0	0
NR3C1	CD3G	0	0	0	1	0	0	0	0	0	0	0	0
NR3C1	ATRX	0	0	0	0	0	0	0	1	0	0	0	0
NR3C1	MBD5	0	0	0	0	0	1	0	0	1	0	0	0
NR3C1	FAT4	0	0	0	0	0	0	0	0	0	0	0	1
NR3C1	ERCC6L2	0	0	0	0	0	0	0	1	1	0	0	1
NR3C1	EPG5	0	0	0	0	0	1	0	0	0	0	0	0
NR3C1	STAT5B	0	0	0	1	0	0	0	0	0	0	0	0
NR3C1	ATF7IP	0	0	0	0	0	0	0	0	1	0	0	0
NR3C1	STAT3	0	0	0	1	0	0	0	0	0	0	0	0
NR3C1	KMT2D	0	0	0	1	0	0	0	0	0	0	0	0
NR3C1	ATP7A	0	0	0	0	0	0	0	1	0	0	0	0
NR3C1	KMT2A	0	0	0	1	0	0	1	0	0	0	0	0
NR3C1	BACH1	0	0	0	0	0	1	0	1	0	0	0	0
NR3C1	TERF1	0	0	0	0	0	0	0	0	0	0	0	1
NR3C1	ATM	0	0	0	0	0	0	1	0	0	0	0	0
NR3C1	PIK3R1	0	0	0	0	0	0	0	0	0	1	0	0
NR3C1	TP53	0	0	0	1	0	0	0	0	0	0	0	0
NR3C1	PHF21A	0	0	0	0	0	1	0	0	0	0	0	0
NR3C1	IL6ST	0	0	0	0	0	0	0	1	0	0	0	0
NR3C1	MED13L	0	0	0	0	0	0	0	0	0	1	0	0
NR3C1	BICRAL	0	0	1	0	0	0	1	0	0	0	0	0
NR3C1	CLASP1	0	0	0	0	0	0	0	0	0	0	0	1
NR3C1	TNFRSF10B	0	0	0	0	0	1	0	0	0	0	0	0
SMC4	GINS1	0	0	0	0	0	0	0	0	0	0	0	1
SMC4	GINS4	0	0	0	0	0	1	0	0	0	0	0	0
SMC4	ESR2	0	0	0	1	0	0	0	0	0	0	0	0
SMC4	MCM10	0	0	0	0	0	0	0	0	0	0	0	1
SMC4	HELLS	0	0	0	0	0	0	0	0	0	0	0	1
SMC4	DNMT3B	0	0	0	1	0	0	0	0	0	0	0	0
SMC4	CDCA7	0	0	0	0	0	0	0	0	0	0	0	1
SMC4	NTRK1	0	0	0	1	0	0	0	0	0	0	0	0
SMC4	IKBKG	0	0	0	1	0	0	0	0	0	0	0	0
SMC4	FAT4	1	0	0	0	0	0	0	0	0	0	0	0
SMC4	PHACTR4	1	0	0	0	0	0	0	0	0	0	0	0
SMC4	PNP	0	0	0	0	0	0	0	0	0	0	0	1
SMC4	PRKX	0	0	0	0	0	0	0	0	0	0	0	1
SMC4	PRPF8	0	0	0	1	0	0	0	0	0	0	0	0
SMC4	REEP4	0	0	0	0	0	0	0	0	0	0	0	1
SMC4	DNMT1	0	0	0	0	0	1	0	0	0	0	0	0
SMC4	ATM	1	0	0	0	0	0	0	0	0	0	0	0
SMC4	TRIM25	0	0	0	1	0	0	0	0	0	0	0	0
SMC4	CNOT1	0	0	0	0	0	0	0	0	0	0	0	1
SMC4	STMN1	0	0	0	0	0	0	0	0	0	0	0	1
SMC4	MCM4	0	0	0	0	0	0	0	0	0	0	0	1
RHOU	SEMA3E	0	0	0	0	0	0	0	0	0	0	0	1
